"ClienteID";"NomeCliente";"Email";"DataRegistrazione"
70;"Cliente 70";"cliente70@email.com";"2022-07-31 00:00:00"
71;"Cliente 71";"cliente71@email.com";"2022-07-11 00:00:00"
72;"Cliente 72";"cliente72@email.com";"2022-08-08 00:00:00"
73;"Cliente 73";"cliente73@email.com";"2022-12-28 00:00:00"
74;"Cliente 74";"cliente74@email.com";"2022-04-15 00:00:00"
75;"Cliente 75";"cliente75@email.com";"2022-02-02 00:00:00"
76;"Cliente 76";"cliente76@email.com";"2022-07-30 00:00:00"
77;"Cliente 77";"cliente77@email.com";"2022-01-14 00:00:00"
78;"Cliente 78";"cliente78@email.com";"2022-06-02 00:00:00"
79;"Cliente 79";"cliente79@email.com";"2022-05-19 00:00:00"
80;"Cliente 80";"cliente80@email.com";"2022-11-16 00:00:00"
81;"Cliente 81";"cliente81@email.com";"2022-10-15 00:00:00"
82;"Cliente 82";"cliente82@email.com";"2022-04-11 00:00:00"
83;"Cliente 83";"cliente83@email.com";"2022-11-14 00:00:00"
84;"Cliente 84";"cliente84@email.com";"2022-04-01 00:00:00"
85;"Cliente 85";"cliente85@email.com";"2022-05-25 00:00:00"
86;"Cliente 86";"cliente86@email.com";"2022-12-07 00:00:00"
87;"Cliente 87";"cliente87@email.com";"2022-09-20 00:00:00"
88;"Cliente 88";"cliente88@email.com";"2022-03-09 00:00:00"
89;"Cliente 89";"cliente89@email.com";"2022-07-18 00:00:00"
90;"Cliente 90";"cliente90@email.com";"2022-08-19 00:00:00"
91;"Cliente 91";"cliente91@email.com";"2022-11-03 00:00:00"
92;"Cliente 92";"cliente92@email.com";"2023-01-01 00:00:00"
93;"Cliente 93";"cliente93@email.com";"2022-11-04 00:00:00"
94;"Cliente 94";"cliente94@email.com";"2022-11-20 00:00:00"
95;"Cliente 95";"cliente95@email.com";"2022-10-11 00:00:00"
96;"Cliente 96";"cliente96@email.com";"2022-02-12 00:00:00"
97;"Cliente 97";"cliente97@email.com";"2022-08-22 00:00:00"
98;"Cliente 98";"cliente98@email.com";"2022-07-21 00:00:00"
99;"Cliente 99";"cliente99@email.com";"2022-06-08 00:00:00"
100;"Cliente 100";"cliente100@email.com";"2022-10-10 00:00:00"
101;"Cliente 101";"cliente101@email.com";"2022-07-27 00:00:00"
102;"Cliente 102";"cliente102@email.com";"2022-03-10 00:00:00"
103;"Cliente 103";"cliente103@email.com";"2022-06-27 00:00:00"
104;"Cliente 104";"cliente104@email.com";"2022-06-05 00:00:00"
105;"Cliente 105";"cliente105@email.com";"2022-10-07 00:00:00"
106;"Cliente 106";"cliente106@email.com";"2022-11-26 00:00:00"
107;"Cliente 107";"cliente107@email.com";"2022-03-10 00:00:00"
108;"Cliente 108";"cliente108@email.com";"2022-12-17 00:00:00"
109;"Cliente 109";"cliente109@email.com";"2022-11-08 00:00:00"
110;"Cliente 110";"cliente110@email.com";"2022-10-13 00:00:00"
111;"Cliente 111";"cliente111@email.com";"2022-07-04 00:00:00"
112;"Cliente 112";"cliente112@email.com";"2022-03-22 00:00:00"
113;"Cliente 113";"cliente113@email.com";"2022-01-08 00:00:00"
114;"Cliente 114";"cliente114@email.com";"2022-02-10 00:00:00"
115;"Cliente 115";"cliente115@email.com";"2022-01-14 00:00:00"
116;"Cliente 116";"cliente116@email.com";"2022-01-30 00:00:00"
117;"Cliente 117";"cliente117@email.com";"2022-06-19 00:00:00"
118;"Cliente 118";"cliente118@email.com";"2022-04-05 00:00:00"
119;"Cliente 119";"cliente119@email.com";"2022-12-22 00:00:00"
120;"Cliente 120";"cliente120@email.com";"2022-12-05 00:00:00"
121;"Cliente 121";"cliente121@email.com";"2022-11-10 00:00:00"
122;"Cliente 122";"cliente122@email.com";"2022-07-22 00:00:00"
123;"Cliente 123";"cliente123@email.com";"2022-11-29 00:00:00"
124;"Cliente 124";"cliente124@email.com";"2022-09-30 00:00:00"
125;"Cliente 125";"cliente125@email.com";"2022-09-01 00:00:00"
126;"Cliente 126";"cliente126@email.com";"2022-04-13 00:00:00"
127;"Cliente 127";"cliente127@email.com";"2022-12-04 00:00:00"
128;"Cliente 128";"cliente128@email.com";"2022-11-18 00:00:00"
129;"Cliente 129";"cliente129@email.com";"2022-09-06 00:00:00"
130;"Cliente 130";"cliente130@email.com";"2022-08-02 00:00:00"
131;"Cliente 131";"cliente131@email.com";"2022-03-05 00:00:00"
132;"Cliente 132";"cliente132@email.com";"2022-06-24 00:00:00"
133;"Cliente 133";"cliente133@email.com";"2022-12-09 00:00:00"
134;"Cliente 134";"cliente134@email.com";"2022-12-27 00:00:00"
135;"Cliente 135";"cliente135@email.com";"2022-07-31 00:00:00"
136;"Cliente 136";"cliente136@email.com";"2022-12-17 00:00:00"
137;"Cliente 137";"cliente137@email.com";"2022-07-24 00:00:00"
138;"Cliente 138";"cliente138@email.com";"2022-07-18 00:00:00"
139;"Cliente 139";"cliente139@email.com";"2022-01-22 00:00:00"
140;"Cliente 140";"cliente140@email.com";"2022-02-11 00:00:00"
141;"Cliente 141";"cliente141@email.com";"2022-05-27 00:00:00"
142;"Cliente 142";"cliente142@email.com";"2022-11-17 00:00:00"
143;"Cliente 143";"cliente143@email.com";"2022-10-02 00:00:00"
144;"Cliente 144";"cliente144@email.com";"2022-09-17 00:00:00"
145;"Cliente 145";"cliente145@email.com";"2022-10-03 00:00:00"
146;"Cliente 146";"cliente146@email.com";"2022-06-27 00:00:00"
147;"Cliente 147";"cliente147@email.com";"2022-10-15 00:00:00"
148;"Cliente 148";"cliente148@email.com";"2022-08-10 00:00:00"
149;"Cliente 149";"cliente149@email.com";"2022-09-13 00:00:00"
150;"Cliente 150";"cliente150@email.com";"2022-11-07 00:00:00"
151;"Cliente 151";"cliente151@email.com";"2022-04-17 00:00:00"
152;"Cliente 152";"cliente152@email.com";"2022-03-15 00:00:00"
153;"Cliente 153";"cliente153@email.com";"2022-06-06 00:00:00"
154;"Cliente 154";"cliente154@email.com";"2022-02-23 00:00:00"
155;"Cliente 155";"cliente155@email.com";"2022-05-07 00:00:00"
156;"Cliente 156";"cliente156@email.com";"2022-06-15 00:00:00"
157;"Cliente 157";"cliente157@email.com";"2022-12-19 00:00:00"
158;"Cliente 158";"cliente158@email.com";"2022-05-26 00:00:00"
159;"Cliente 159";"cliente159@email.com";"2022-03-22 00:00:00"
160;"Cliente 160";"cliente160@email.com";"2022-07-18 00:00:00"
161;"Cliente 161";"cliente161@email.com";"2022-05-10 00:00:00"
162;"Cliente 162";"cliente162@email.com";"2022-11-06 00:00:00"
163;"Cliente 163";"cliente163@email.com";"2022-06-23 00:00:00"
164;"Cliente 164";"cliente164@email.com";"2022-03-10 00:00:00"
165;"Cliente 165";"cliente165@email.com";"2022-11-28 00:00:00"
166;"Cliente 166";"cliente166@email.com";"2022-09-04 00:00:00"
167;"Cliente 167";"cliente167@email.com";"2022-01-05 00:00:00"
168;"Cliente 168";"cliente168@email.com";"2022-03-11 00:00:00"
169;"Cliente 169";"cliente169@email.com";"2022-06-10 00:00:00"
170;"Cliente 170";"cliente170@email.com";"2022-08-28 00:00:00"
171;"Cliente 171";"cliente171@email.com";"2022-12-24 00:00:00"
172;"Cliente 172";"cliente172@email.com";"2022-04-22 00:00:00"
173;"Cliente 173";"cliente173@email.com";"2022-03-09 00:00:00"
174;"Cliente 174";"cliente174@email.com";"2022-10-30 00:00:00"
175;"Cliente 175";"cliente175@email.com";"2022-06-06 00:00:00"
176;"Cliente 176";"cliente176@email.com";"2022-05-30 00:00:00"
177;"Cliente 177";"cliente177@email.com";"2022-08-27 00:00:00"
178;"Cliente 178";"cliente178@email.com";"2022-12-12 00:00:00"
179;"Cliente 179";"cliente179@email.com";"2022-05-27 00:00:00"
180;"Cliente 180";"cliente180@email.com";"2022-08-09 00:00:00"
181;"Cliente 181";"cliente181@email.com";"2022-06-17 00:00:00"
182;"Cliente 182";"cliente182@email.com";"2022-01-22 00:00:00"
183;"Cliente 183";"cliente183@email.com";"2022-01-08 00:00:00"
184;"Cliente 184";"cliente184@email.com";"2022-01-18 00:00:00"
185;"Cliente 185";"cliente185@email.com";"2022-12-19 00:00:00"
186;"Cliente 186";"cliente186@email.com";"2022-12-20 00:00:00"
187;"Cliente 187";"cliente187@email.com";"2022-05-11 00:00:00"
188;"Cliente 188";"cliente188@email.com";"2022-02-13 00:00:00"
189;"Cliente 189";"cliente189@email.com";"2022-03-17 00:00:00"
190;"Cliente 190";"cliente190@email.com";"2022-12-10 00:00:00"
191;"Cliente 191";"cliente191@email.com";"2022-05-06 00:00:00"
192;"Cliente 192";"cliente192@email.com";"2022-03-18 00:00:00"
193;"Cliente 193";"cliente193@email.com";"2022-01-14 00:00:00"
194;"Cliente 194";"cliente194@email.com";"2022-01-24 00:00:00"
195;"Cliente 195";"cliente195@email.com";"2022-01-25 00:00:00"
196;"Cliente 196";"cliente196@email.com";"2022-10-13 00:00:00"
197;"Cliente 197";"cliente197@email.com";"2022-04-22 00:00:00"
198;"Cliente 198";"cliente198@email.com";"2022-11-29 00:00:00"
199;"Cliente 199";"cliente199@email.com";"2022-04-15 00:00:00"
200;"Cliente 200";"cliente200@email.com";"2022-04-17 00:00:00"
201;"Cliente 201";"cliente201@email.com";"2022-03-27 00:00:00"
202;"Cliente 202";"cliente202@email.com";"2022-02-07 00:00:00"
203;"Cliente 203";"cliente203@email.com";"2022-06-12 00:00:00"
204;"Cliente 204";"cliente204@email.com";"2022-12-03 00:00:00"
205;"Cliente 205";"cliente205@email.com";"2022-08-31 00:00:00"
206;"Cliente 206";"cliente206@email.com";"2022-06-12 00:00:00"
207;"Cliente 207";"cliente207@email.com";"2022-07-31 00:00:00"
208;"Cliente 208";"cliente208@email.com";"2022-02-20 00:00:00"
209;"Cliente 209";"cliente209@email.com";"2022-08-25 00:00:00"
210;"Cliente 210";"cliente210@email.com";"2022-12-10 00:00:00"
211;"Cliente 211";"cliente211@email.com";"2022-11-02 00:00:00"
212;"Cliente 212";"cliente212@email.com";"2022-03-10 00:00:00"
213;"Cliente 213";"cliente213@email.com";"2022-08-11 00:00:00"
214;"Cliente 214";"cliente214@email.com";"2022-03-02 00:00:00"
215;"Cliente 215";"cliente215@email.com";"2022-11-04 00:00:00"
216;"Cliente 216";"cliente216@email.com";"2022-12-21 00:00:00"
217;"Cliente 217";"cliente217@email.com";"2022-09-02 00:00:00"
218;"Cliente 218";"cliente218@email.com";"2022-05-27 00:00:00"
219;"Cliente 219";"cliente219@email.com";"2022-03-07 00:00:00"
220;"Cliente 220";"cliente220@email.com";"2022-05-07 00:00:00"
221;"Cliente 221";"cliente221@email.com";"2022-08-30 00:00:00"
222;"Cliente 222";"cliente222@email.com";"2022-10-16 00:00:00"
223;"Cliente 223";"cliente223@email.com";"2022-02-26 00:00:00"
224;"Cliente 224";"cliente224@email.com";"2022-11-25 00:00:00"
225;"Cliente 225";"cliente225@email.com";"2022-09-15 00:00:00"
226;"Cliente 226";"cliente226@email.com";"2022-02-12 00:00:00"
227;"Cliente 227";"cliente227@email.com";"2022-10-22 00:00:00"
228;"Cliente 228";"cliente228@email.com";"2022-06-16 00:00:00"
229;"Cliente 229";"cliente229@email.com";"2022-11-06 00:00:00"
230;"Cliente 230";"cliente230@email.com";"2022-01-09 00:00:00"
231;"Cliente 231";"cliente231@email.com";"2022-03-17 00:00:00"
232;"Cliente 232";"cliente232@email.com";"2022-02-08 00:00:00"
233;"Cliente 233";"cliente233@email.com";"2022-10-09 00:00:00"
234;"Cliente 234";"cliente234@email.com";"2022-03-23 00:00:00"
235;"Cliente 235";"cliente235@email.com";"2022-09-18 00:00:00"
236;"Cliente 236";"cliente236@email.com";"2022-08-23 00:00:00"
237;"Cliente 237";"cliente237@email.com";"2022-06-06 00:00:00"
238;"Cliente 238";"cliente238@email.com";"2022-02-08 00:00:00"
239;"Cliente 239";"cliente239@email.com";"2022-06-11 00:00:00"
240;"Cliente 240";"cliente240@email.com";"2022-07-08 00:00:00"
241;"Cliente 241";"cliente241@email.com";"2022-04-08 00:00:00"
242;"Cliente 242";"cliente242@email.com";"2022-04-21 00:00:00"
243;"Cliente 243";"cliente243@email.com";"2022-06-02 00:00:00"
244;"Cliente 244";"cliente244@email.com";"2022-08-28 00:00:00"
245;"Cliente 245";"cliente245@email.com";"2022-09-18 00:00:00"
246;"Cliente 246";"cliente246@email.com";"2022-05-17 00:00:00"
247;"Cliente 247";"cliente247@email.com";"2022-07-08 00:00:00"
248;"Cliente 248";"cliente248@email.com";"2022-05-30 00:00:00"
249;"Cliente 249";"cliente249@email.com";"2022-05-28 00:00:00"
250;"Cliente 250";"cliente250@email.com";"2022-06-08 00:00:00"
251;"Cliente 251";"cliente251@email.com";"2022-01-09 00:00:00"
252;"Cliente 252";"cliente252@email.com";"2022-12-14 00:00:00"
253;"Cliente 253";"cliente253@email.com";"2022-12-29 00:00:00"
254;"Cliente 254";"cliente254@email.com";"2022-12-03 00:00:00"
255;"Cliente 255";"cliente255@email.com";"2022-12-12 00:00:00"
256;"Cliente 256";"cliente256@email.com";"2022-08-30 00:00:00"
257;"Cliente 257";"cliente257@email.com";"2022-01-12 00:00:00"
258;"Cliente 258";"cliente258@email.com";"2022-12-23 00:00:00"
259;"Cliente 259";"cliente259@email.com";"2022-06-22 00:00:00"
260;"Cliente 260";"cliente260@email.com";"2022-03-02 00:00:00"
261;"Cliente 261";"cliente261@email.com";"2022-07-20 00:00:00"
262;"Cliente 262";"cliente262@email.com";"2022-07-17 00:00:00"
263;"Cliente 263";"cliente263@email.com";"2022-09-06 00:00:00"
264;"Cliente 264";"cliente264@email.com";"2022-07-27 00:00:00"
265;"Cliente 265";"cliente265@email.com";"2022-07-27 00:00:00"
266;"Cliente 266";"cliente266@email.com";"2022-08-09 00:00:00"
267;"Cliente 267";"cliente267@email.com";"2022-11-18 00:00:00"
268;"Cliente 268";"cliente268@email.com";"2022-12-24 00:00:00"
269;"Cliente 269";"cliente269@email.com";"2022-01-07 00:00:00"
270;"Cliente 270";"cliente270@email.com";"2022-10-02 00:00:00"
271;"Cliente 271";"cliente271@email.com";"2022-12-04 00:00:00"
272;"Cliente 272";"cliente272@email.com";"2022-05-01 00:00:00"
273;"Cliente 273";"cliente273@email.com";"2022-02-12 00:00:00"
274;"Cliente 274";"cliente274@email.com";"2022-09-18 00:00:00"
275;"Cliente 275";"cliente275@email.com";"2022-04-20 00:00:00"
276;"Cliente 276";"cliente276@email.com";"2022-02-09 00:00:00"
277;"Cliente 277";"cliente277@email.com";"2022-03-04 00:00:00"
278;"Cliente 278";"cliente278@email.com";"2022-10-15 00:00:00"
279;"Cliente 279";"cliente279@email.com";"2022-02-02 00:00:00"
280;"Cliente 280";"cliente280@email.com";"2022-04-22 00:00:00"
281;"Cliente 281";"cliente281@email.com";"2022-09-11 00:00:00"
282;"Cliente 282";"cliente282@email.com";"2022-12-17 00:00:00"
283;"Cliente 283";"cliente283@email.com";"2022-12-11 00:00:00"
284;"Cliente 284";"cliente284@email.com";"2022-07-03 00:00:00"
285;"Cliente 285";"cliente285@email.com";"2022-09-25 00:00:00"
286;"Cliente 286";"cliente286@email.com";"2022-07-30 00:00:00"
287;"Cliente 287";"cliente287@email.com";"2022-02-21 00:00:00"
288;"Cliente 288";"cliente288@email.com";"2022-05-24 00:00:00"
289;"Cliente 289";"cliente289@email.com";"2022-02-12 00:00:00"
290;"Cliente 290";"cliente290@email.com";"2022-04-26 00:00:00"
291;"Cliente 291";"cliente291@email.com";"2022-08-14 00:00:00"
292;"Cliente 292";"cliente292@email.com";"2022-05-20 00:00:00"
293;"Cliente 293";"cliente293@email.com";"2022-09-12 00:00:00"
294;"Cliente 294";"cliente294@email.com";"2022-12-06 00:00:00"
295;"Cliente 295";"cliente295@email.com";"2022-06-28 00:00:00"
296;"Cliente 296";"cliente296@email.com";"2022-06-13 00:00:00"
297;"Cliente 297";"cliente297@email.com";"2022-07-07 00:00:00"
298;"Cliente 298";"cliente298@email.com";"2022-11-15 00:00:00"
299;"Cliente 299";"cliente299@email.com";"2022-03-09 00:00:00"
300;"Cliente 300";"cliente300@email.com";"2022-06-23 00:00:00"
301;"Cliente 301";"cliente301@email.com";"2022-10-26 00:00:00"
302;"Cliente 302";"cliente302@email.com";"2022-02-23 00:00:00"
303;"Cliente 303";"cliente303@email.com";"2022-04-16 00:00:00"
304;"Cliente 304";"cliente304@email.com";"2022-11-24 00:00:00"
305;"Cliente 305";"cliente305@email.com";"2022-10-02 00:00:00"
306;"Cliente 306";"cliente306@email.com";"2022-10-27 00:00:00"
307;"Cliente 307";"cliente307@email.com";"2022-02-08 00:00:00"
308;"Cliente 308";"cliente308@email.com";"2022-12-05 00:00:00"
309;"Cliente 309";"cliente309@email.com";"2022-04-15 00:00:00"
310;"Cliente 310";"cliente310@email.com";"2022-04-26 00:00:00"
311;"Cliente 311";"cliente311@email.com";"2022-08-02 00:00:00"
312;"Cliente 312";"cliente312@email.com";"2022-09-23 00:00:00"
313;"Cliente 313";"cliente313@email.com";"2022-06-11 00:00:00"
314;"Cliente 314";"cliente314@email.com";"2022-12-21 00:00:00"
315;"Cliente 315";"cliente315@email.com";"2022-08-21 00:00:00"
316;"Cliente 316";"cliente316@email.com";"2022-09-03 00:00:00"
317;"Cliente 317";"cliente317@email.com";"2022-08-25 00:00:00"
318;"Cliente 318";"cliente318@email.com";"2022-12-09 00:00:00"
319;"Cliente 319";"cliente319@email.com";"2022-07-26 00:00:00"
320;"Cliente 320";"cliente320@email.com";"2022-07-19 00:00:00"
321;"Cliente 321";"cliente321@email.com";"2022-04-05 00:00:00"
322;"Cliente 322";"cliente322@email.com";"2022-10-15 00:00:00"
323;"Cliente 323";"cliente323@email.com";"2022-08-26 00:00:00"
324;"Cliente 324";"cliente324@email.com";"2022-05-30 00:00:00"
325;"Cliente 325";"cliente325@email.com";"2022-10-13 00:00:00"
326;"Cliente 326";"cliente326@email.com";"2022-07-23 00:00:00"
327;"Cliente 327";"cliente327@email.com";"2022-08-16 00:00:00"
328;"Cliente 328";"cliente328@email.com";"2022-02-03 00:00:00"
329;"Cliente 329";"cliente329@email.com";"2022-11-24 00:00:00"
330;"Cliente 330";"cliente330@email.com";"2022-08-03 00:00:00"
331;"Cliente 331";"cliente331@email.com";"2022-12-22 00:00:00"
332;"Cliente 332";"cliente332@email.com";"2022-07-06 00:00:00"
333;"Cliente 333";"cliente333@email.com";"2022-05-05 00:00:00"
334;"Cliente 334";"cliente334@email.com";"2022-05-28 00:00:00"
335;"Cliente 335";"cliente335@email.com";"2022-05-27 00:00:00"
336;"Cliente 336";"cliente336@email.com";"2022-08-05 00:00:00"
337;"Cliente 337";"cliente337@email.com";"2022-05-03 00:00:00"
338;"Cliente 338";"cliente338@email.com";"2022-12-15 00:00:00"
339;"Cliente 339";"cliente339@email.com";"2022-01-28 00:00:00"
340;"Cliente 340";"cliente340@email.com";"2022-01-14 00:00:00"
341;"Cliente 341";"cliente341@email.com";"2022-04-14 00:00:00"
342;"Cliente 342";"cliente342@email.com";"2022-05-02 00:00:00"
343;"Cliente 343";"cliente343@email.com";"2022-04-09 00:00:00"
344;"Cliente 344";"cliente344@email.com";"2022-08-17 00:00:00"
345;"Cliente 345";"cliente345@email.com";"2022-12-23 00:00:00"
346;"Cliente 346";"cliente346@email.com";"2022-02-23 00:00:00"
347;"Cliente 347";"cliente347@email.com";"2022-04-23 00:00:00"
348;"Cliente 348";"cliente348@email.com";"2022-03-17 00:00:00"
349;"Cliente 349";"cliente349@email.com";"2022-07-02 00:00:00"
350;"Cliente 350";"cliente350@email.com";"2022-06-30 00:00:00"
351;"Cliente 351";"cliente351@email.com";"2022-03-12 00:00:00"
352;"Cliente 352";"cliente352@email.com";"2022-07-30 00:00:00"
353;"Cliente 353";"cliente353@email.com";"2022-11-20 00:00:00"
354;"Cliente 354";"cliente354@email.com";"2022-04-06 00:00:00"
355;"Cliente 355";"cliente355@email.com";"2022-03-24 00:00:00"
356;"Cliente 356";"cliente356@email.com";"2022-08-18 00:00:00"
357;"Cliente 357";"cliente357@email.com";"2022-01-24 00:00:00"
358;"Cliente 358";"cliente358@email.com";"2022-06-19 00:00:00"
359;"Cliente 359";"cliente359@email.com";"2022-08-30 00:00:00"
360;"Cliente 360";"cliente360@email.com";"2022-04-29 00:00:00"
361;"Cliente 361";"cliente361@email.com";"2022-09-09 00:00:00"
362;"Cliente 362";"cliente362@email.com";"2023-01-01 00:00:00"
363;"Cliente 363";"cliente363@email.com";"2022-03-12 00:00:00"
364;"Cliente 364";"cliente364@email.com";"2022-07-27 00:00:00"
365;"Cliente 365";"cliente365@email.com";"2022-02-22 00:00:00"
366;"Cliente 366";"cliente366@email.com";"2022-07-26 00:00:00"
367;"Cliente 367";"cliente367@email.com";"2022-02-27 00:00:00"
368;"Cliente 368";"cliente368@email.com";"2022-06-05 00:00:00"
369;"Cliente 369";"cliente369@email.com";"2022-10-21 00:00:00"
370;"Cliente 370";"cliente370@email.com";"2022-08-04 00:00:00"
371;"Cliente 371";"cliente371@email.com";"2022-12-06 00:00:00"
372;"Cliente 372";"cliente372@email.com";"2022-07-10 00:00:00"
373;"Cliente 373";"cliente373@email.com";"2022-06-08 00:00:00"
374;"Cliente 374";"cliente374@email.com";"2022-03-28 00:00:00"
375;"Cliente 375";"cliente375@email.com";"2022-06-15 00:00:00"
376;"Cliente 376";"cliente376@email.com";"2022-02-20 00:00:00"
377;"Cliente 377";"cliente377@email.com";"2022-06-03 00:00:00"
378;"Cliente 378";"cliente378@email.com";"2022-01-09 00:00:00"
379;"Cliente 379";"cliente379@email.com";"2022-01-07 00:00:00"
380;"Cliente 380";"cliente380@email.com";"2022-11-22 00:00:00"
381;"Cliente 381";"cliente381@email.com";"2022-12-19 00:00:00"
382;"Cliente 382";"cliente382@email.com";"2022-05-09 00:00:00"
383;"Cliente 383";"cliente383@email.com";"2022-10-23 00:00:00"
384;"Cliente 384";"cliente384@email.com";"2022-04-11 00:00:00"
385;"Cliente 385";"cliente385@email.com";"2022-10-16 00:00:00"
386;"Cliente 386";"cliente386@email.com";"2022-10-20 00:00:00"
387;"Cliente 387";"cliente387@email.com";"2022-02-09 00:00:00"
388;"Cliente 388";"cliente388@email.com";"2022-12-18 00:00:00"
389;"Cliente 389";"cliente389@email.com";"2022-02-08 00:00:00"
390;"Cliente 390";"cliente390@email.com";"2022-05-16 00:00:00"
391;"Cliente 391";"cliente391@email.com";"2022-01-17 00:00:00"
392;"Cliente 392";"cliente392@email.com";"2022-07-13 00:00:00"
393;"Cliente 393";"cliente393@email.com";"2022-05-07 00:00:00"
394;"Cliente 394";"cliente394@email.com";"2022-08-31 00:00:00"
395;"Cliente 395";"cliente395@email.com";"2022-09-04 00:00:00"
396;"Cliente 396";"cliente396@email.com";"2022-06-11 00:00:00"
397;"Cliente 397";"cliente397@email.com";"2022-03-31 00:00:00"
398;"Cliente 398";"cliente398@email.com";"2022-06-26 00:00:00"
